COMPANY NAME,RATING,REVIEWS,INDUSTRY,INDIA HQ,BRANCHES,PACKAGE,Highly_rated_for,Critically_rated_for
The Dollar Business,3,-133,IT Services & Consulting,Hyderabad / Secunderabad,7 other locations,632,"Company Culture, Salary & Benefits, Work Life Balance",
Lotus Wireless Technologies,3.1,-133,IT Services & Consulting,Visakhapatnam,12 other locations,663,"Company Culture, Salary & Benefits, Job Security",
Sakal Media Group,3.4,-133,Media & Entertainment,Pune,18 other locations,657,"Work Life Balance, Company Culture, Skill Development / Learning",Salary & Benefits
ARK Infosolutions,3.9,-133,IT Services & Consulting,Noida,13 other locations,604,"Skill Development / Learning, Work Life Balance, Promotions / Appraisal",
Disposafe Health And Life Care,3,-133,Medical Equipment,Faridabad,5 other locations,603,"Company Culture, Skill Development / Learning, Work Satisfaction",
Aditya Birla SunLife Asset Management Company,3.7,-133,Financial Services,Mumbai,52 other locations,637,"Promotions / Appraisal, Salary & Benefits, Company Culture",
THERMAL SYSTEMS,3.9,-133,Industrial Machinery,Hyderabad / Secunderabad,5 other locations,580,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",
ENTRI SOFTWARE,3.8,-133,EdTech,Kochi,12 other locations,586,"Company Culture, Work Life Balance, Work Satisfaction",
Meenakshi Mission Hospital & Research Centre,4.1,-133,Healthcare,Madurai,11 other locations,549,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security"
DRYCHEM SOLUTIONS,3.9,-133,Building Material,Mumbai,16 other locations,526,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
ARK Infosolutions,3.9,-133,IT Services & Consulting,Noida,13 other locations,604,"Work Satisfaction, Promotions / Appraisal, Work Life Balance",
Disposafe Health And Life Care,3,-133,Medical Equipment,Faridabad,5 other locations,603,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",
ENTRI SOFTWARE,3.8,-133,EdTech,Kochi,12 other locations,586,"Skill Development / Learning, Work Life Balance, Job Security",
Homeocare International,3.6,-133,Healthcare,Hyderabad / Secunderabad,23 other locations,393,"Work Life Balance, Skill Development / Learning, Company Culture",Salary & Benefits
Doctors for you,3.9,-133,Non-Profit,New Delhi,38 other locations,420,"Work Life Balance, Job Security, Salary & Benefits",
Nippon Toyota,3.9,-133,Auto Components,Kochi,11 other locations,469,"Salary & Benefits, Company Culture, Skill Development / Learning",Promotions / Appraisal
Vigour Mobile,3.6,-133,Consumer Electronics & Appliances,Gurgaon / Gurugram,26 other locations,467,"Promotions / Appraisal, Company Culture, Work Satisfaction",
IIT Kharagpur,4.1,-133,Education & Training,Kharagpur,11 other locations,526,"Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Lokal App,3.6,-133,Internet,Bangalore / Bengaluru,13 other locations,528,"Work Life Balance, Company Culture, Job Security",
Qapitol Qa,3.4,-133,IT Services & Consulting,Bangalore / Bengaluru,7 other locations,1.2k,"Company Culture, Job Security, Skill Development / Learning",
Full Creative,3.3,-133,Software Product,Chennai,5 other locations,999,"Job Security, Promotions / Appraisal, Work Satisfaction",
Accountant Anywhere Services,4.1,-133,BPO,Pune,48 other locations,1k,"Skill Development / Learning, Work Life Balance, Company Culture",
Uttam Strips,3.4,-133,Iron & Steel,Bhiwadi,9 other locations,632,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Al Fara'a Group,3.2,-133,Engineering & Construction,Mumbai,11 other locations,348,Work Life Balance,Promotions / Appraisal
Lloyd Electric & Engineering,3.7,-133,Industrial Machinery,New Delhi,38 other locations,447,"Work Life Balance, Company Culture, Skill Development / Learning",
Alice Blue Commodities,3.2,-133,FinTech,Bangalore / Bengaluru,21 other locations,724,"Skill Development / Learning, Company Culture, Job Security",
Wellknown Polyesters,3.7,-133,Fashion & Textile,Vapi,13 other locations,671,Company Culture,Promotions / Appraisal
Komatsu,3.8,-133,Industrial Machinery,Chennai,15 other locations,693,"Promotions / Appraisal, Job Security, Company Culture",
Central Academy School,3.8,-133,Education & Training,Jodhpur,25 other locations,398,"Work Life Balance, Job Security, Salary & Benefits",
Rina India,3.7,-133,Power,Mumbai,32 other locations,514,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Uttam Strips,3.4,-133,Iron & Steel,Bhiwadi,9 other locations,632,"Job Security, Salary & Benefits, Company Culture",
Meena Bazaar,3.6,-133,Fashion & Textile,New Delhi,20 other locations,663,"Skill Development / Learning, Work Life Balance, Salary & Benefits",
BCITS,3.6,-133,IT Services & Consulting,Bangalore / Bengaluru,36 other locations,658,"Company Culture, Work Satisfaction, Work Life Balance",
IMMCO,3.1,-134,Kochi +8 other locations,,,784,"Skill Development / Learning, Company Culture, Work Satisfaction",
Axis Mutual Fund,3.7,-133,Financial Services,Mumbai,41 other locations,762,"Promotions / Appraisal, Job Security, Work Life Balance",
Pacific Global Solutions,3.3,-133,Ahmedabad +5 other locations,,,649,"Skill Development / Learning, Company Culture, Job Security",
Rina India,3.7,-133,Power,Mumbai,32 other locations,514,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",
Qapitol Qa,3.4,-133,IT Services & Consulting,Bangalore / Bengaluru,7 other locations,1.2k,"Salary & Benefits, Promotions / Appraisal",
Komatsu,3.8,-133,Industrial Machinery,Chennai,15 other locations,693,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
QUTONE CERAMIC,3.8,-133,Building Material,Ahmedabad,26 other locations,383,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Central Academy School,3.8,-133,Education & Training,Jodhpur,25 other locations,398,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Satisfaction"
Lloyd Electric & Engineering,3.7,-133,Industrial Machinery,New Delhi,38 other locations,447,"Salary & Benefits, Job Security, Promotions / Appraisal",
Namra Finance,3.9,-133,Financial Services,Ahmedabad,64 other locations,385,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",
Jar,4.1,-134,FinTech,Bangalore / Bengaluru,2 other locations,384,"Skill Development / Learning, Salary & Benefits, Work Life Balance",
Sun Flag Steel,3.5,-133,Iron & Steel,Bhandara,9 other locations,557,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",
Al Hassan Engineering Company SAOG,4.2,-133,Engineering & Construction,Muscat,14 other locations,206,Company Culture,Promotions / Appraisal
Oben Electric Vehicle,4.2,-134,Automobile,Bangalore / Bengaluru,8 other locations,291,"Promotions / Appraisal, Salary & Benefits, Job Security",
T&N Business Services,4.8,-133,Recruitment,Aligarh,8 other locations,55,"Company Culture, Promotions / Appraisal, Salary & Benefits",
Solulab inc,3.6,-133,IT Services & Consulting,Ahmedabad,3 other locations,273,"Job Security, Skill Development / Learning, Company Culture",
AL-SUWAIDI INDUSTRIAL SERVICES,3.4,-133,Oil & Gas,Al Jubail,12 other locations,254,"Job Security, Skill Development / Learning, Company Culture",
Ocl Iron & Steel,3.6,-132,Iron & Steel,Rourkela,14 other locations,414,"Salary & Benefits, Work Satisfaction, Company Culture",
Ambrane India,4,-132,Consumer Electronics & Appliances,New Delhi,11 other locations,379,"Work Life Balance, Job Security, Company Culture",
Enrich Energy,4.1,-132,Real Estate,Pune,12 other locations,571,"Company Culture, Work Satisfaction, Work Life Balance",
Gamma Process Hub,3.7,-132,BPO,Hyderabad / Secunderabad,6 other locations,386,"Company Culture, Promotions / Appraisal, Salary & Benefits",
IVL Dhunseri Petrochem Industries,3.8,-132,Chemicals,Haldia,8 other locations,460,"Job Security, Skill Development / Learning, Company Culture",
Naaraayani Sons,2.9,-132,Kolkata +18 other locations,,,403,"Job Security, Salary & Benefits, Skill Development / Learning",
Maple Digital Technology,3.8,-132,Retail,Mumbai,12 other locations,403,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",
Toshiba Johnson Elevators,4.1,-132,Industrial Machinery,Mumbai,14 other locations,439,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
IRIS Business Services,3.6,-132,IT Services & Consulting,Mumbai,9 other locations,1.2k,Salary & Benefits,
ESSPL,4.1,-132,IT Services & Consulting,Bhubaneswar,7 other locations,771,Work Life Balance,Promotions / Appraisal
Packt Publishing,3.2,-132,Printing & Publishing,Mumbai,5 other locations,694,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Satisfaction"
Rotork Controls,3.2,-132,Industrial Machinery,Chennai,14 other locations,685,"Promotions / Appraisal, Salary & Benefits, Company Culture",
The Hackett Group,3.4,-132,Management Consulting,Hyderabad / Secunderabad,6 other locations,904,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Azuga Telematics,3.6,-132,Software Product,Bangalore / Bengaluru,5 other locations,889,"Job Security, Company Culture, Skill Development / Learning",
SOGEFI,3.3,-132,Auto Components,Pune,7 other locations,675,"Job Security, Skill Development / Learning, Company Culture",
Planet PCI Infotech,3.6,-132,Recruitment,Gurgaon / Gurugram,34 other locations,595,Company Culture,Promotions / Appraisal
Government of Odisha,3.9,-132,Government,Bhubaneswar,30 other locations,586,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Qbss,3.7,-132,IT Services & Consulting,Coimbatore,4 other locations,584,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Brady Corporation,4.1,-132,Printing & Publishing,Bangalore / Bengaluru,13 other locations,575,"Promotions / Appraisal, Salary & Benefits, Job Security",
Ambience Group,3.6,-132,Real Estate,New Delhi,11 other locations,527,"Skill Development / Learning, Work Life Balance, Salary & Benefits",
IVL Dhunseri Petrochem Industries,3.8,-132,Chemicals,Haldia,8 other locations,460,Salary & Benefits,
Toshiba Johnson Elevators,4.1,-132,Industrial Machinery,Mumbai,14 other locations,439,Work Life Balance,Promotions / Appraisal
Packt Publishing,3.2,-132,Printing & Publishing,Mumbai,5 other locations,694,"Work Satisfaction, Company Culture, Work Life Balance",Promotions / Appraisal
Rotork Controls,3.2,-132,Industrial Machinery,Chennai,14 other locations,685,"Company Culture, Work Life Balance, Work Satisfaction",
SOGEFI,3.3,-132,Auto Components,Pune,7 other locations,675,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Planet PCI Infotech,3.6,-132,Recruitment,Gurgaon / Gurugram,34 other locations,595,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal"
Qbss,3.7,-132,IT Services & Consulting,Coimbatore,4 other locations,584,"Promotions / Appraisal, Job Security, Salary & Benefits",
Government of Odisha,3.9,-132,Government,Bhubaneswar,30 other locations,586,"Promotions / Appraisal, Skill Development / Learning, Job Security",
Brady Corporation,4.1,-132,Printing & Publishing,Bangalore / Bengaluru,13 other locations,575,"Work Life Balance, Company Culture, Job Security",
Maple Digital Technology,3.8,-132,Retail,Mumbai,12 other locations,403,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Naaraayani Sons,2.9,-132,Kolkata +18 other locations,,,403,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Ocl Iron & Steel,3.6,-132,Iron & Steel,Rourkela,14 other locations,414,Skill Development / Learning,Promotions / Appraisal
IBM Consulting,3.7,-132,Bangalore / Bengaluru +11 other locations,,,1.7k,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
Hungama,3.2,-132,Internet,Mumbai,8 other locations,752,"Skill Development / Learning, Job Security, Work Satisfaction",
Kaseya Software,3.3,-132,Software Product,Bangalore / Bengaluru,4 other locations,1.2k,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Nikhil Adhesives,3.8,-132,Chemicals,Mumbai,34 other locations,418,"Company Culture, Work Life Balance, Work Satisfaction",
Haqdarshak Empowerment Solutions,3.8,-132,Non-Profit,Pune,42 other locations,349,"Job Security, Salary & Benefits, Promotions / Appraisal",
Akasa Air,3.3,-132,Aviation,Mumbai,14 other locations,817,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
Speciality Restaurants,4.1,-132,Hospitality,Mumbai,15 other locations,449,Skill Development / Learning,"Job Security, Promotions / Appraisal, Salary & Benefits"
Arbro Pharmaceuticals,4,-132,Pharma,New Delhi,8 other locations,505,"Promotions / Appraisal, Job Security, Salary & Benefits",
UNI Klinger,3.8,-132,Industrial Machinery,Pune,10 other locations,599,"Salary & Benefits, Promotions / Appraisal, Job Security",
Pavna Group of Industries,3.3,-132,Auto Components,Aligarh,8 other locations,512,"Job Security, Work Life Balance, Work Satisfaction",
Bharuch Enviro Infrastructure,4.2,-132,Real Estate,Ankleshwar,11 other locations,595,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Apicore Pharmaceuticals,3.6,-132,Pharma,Vadodara,7 other locations,600,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
BCForward,3.4,-132,Internet,Hyderabad / Secunderabad,4 other locations,648,"Skill Development / Learning, Work Satisfaction, Company Culture",
Fabtech Technologies International,3.4,-132,Engineering & Construction,Mumbai,6 other locations,592,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Kohinoor Group,3.8,-132,Real Estate,Pune,6 other locations,944,"Skill Development / Learning, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
PICL,3.7,-132,Semiconductors,Faridabad,10 other locations,489,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
Infoblox,4,-132,IT Services & Consulting,Bangalore / Bengaluru,6 other locations,1.2k,"Company Culture, Job Security, Skill Development / Learning",
Csc Computer Education,4.4,-133,Education & Training,Chennai,48 other locations,537,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits"
94.3 MY FM,3.7,-132,Broadcasting,Jaipur,29 other locations,360,"Company Culture, Job Security, Skill Development / Learning",
Zimetrics Technologies,4,-132,IT Services & Consulting,Pune,6 other locations,882,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",
SDP & Associates (Office),3.3,-132,Accounting & Auditing,Kolkata,7 other locations,252,"Promotions / Appraisal, Job Security, Salary & Benefits",
Dunkin' Donuts,3.4,-132,Hospitality,New Delhi,23 other locations,187,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
APC By Schneider Electric,4.4,-132,Electrical Equipment,Bangalore / Bengaluru,16 other locations,266,"Skill Development / Learning, Job Security, Company Culture",
UTI Mutual Fund,4,-131,Financial Services,Mumbai,59 other locations,644,Salary & Benefits,"Job Security, Promotions / Appraisal"
Vikram Tea,4.2,-131,Financial Services,Mumbai,40 other locations,386,,
Pearson,3.8,-132,Education & Training,Bangalore / Bengaluru,17 other locations,880,"Promotions / Appraisal, Job Security, Salary & Benefits",
Sportz Interactive,2.8,-131,Gaming,Mumbai,5 other locations,988,"Work Life Balance, Skill Development / Learning, Work Satisfaction",
